"Group","Year","Value","Scale","Stdev"
"snails_sea_stars",1984,NA,1.87581363416382e-06,NA
"herb_echinoderms",1984,NA,1.87581363416382e-06,NA
"misc_crabs",1984,NA,1.87581363416382e-06,NA
"structural_epifauna",1984,NA,1.87581363416382e-06,NA
"infauna",1984,NA,1.87581363416382e-06,NA
"jellyfish",1984,NA,1.87581363416382e-06,NA
"pel_zooplankton",1984,NA,1.87581363416382e-06,NA
"euphausiids",1984,NA,1.87581363416382e-06,NA
"copepods",1984,NA,1.87581363416382e-06,NA
"pelagic_microbes",1984,NA,1.87581363416382e-06,NA
"benthic_microbes",1984,NA,1.87581363416382e-06,NA
"lg_phytoplankton",1984,NA,1.87581363416382e-06,NA
"sm_phytoplankton",1984,NA,1.87581363416382e-06,NA
"discards_offal",1984,NA,1.87581363416382e-06,NA
"pelagic_detritus",1984,NA,1.87581363416382e-06,NA
"benthic_detritus",1984,NA,1.87581363416382e-06,NA
"outside",1985,NA,1.87581363416382e-06,NA
"transient_killers",1985,NA,1.87581363416382e-06,NA
"toothed_whales",1985,NA,1.87581363416382e-06,NA
"gray_whales",1985,NA,1.87581363416382e-06,NA
"baleen_whales",1985,NA,1.87581363416382e-06,NA
"pinnipeds",1985,NA,1.87581363416382e-06,NA
"walrus_bd_seals",1985,NA,1.87581363416382e-06,NA
"nf_seal_juv",1985,NA,1.87581363416382e-06,NA
"nf_seal_adu",1985,54.66,1.87581363416382e-06,5.466
"ice_seals",1985,NA,1.87581363416382e-06,NA
"oth_birds",1985,NA,1.87581363416382e-06,NA
"murres_puffins",1985,NA,1.87581363416382e-06,NA
"kittiwakes",1985,NA,1.87581363416382e-06,NA
"auklets",1985,NA,1.87581363416382e-06,NA
"fulmars",1985,NA,1.87581363416382e-06,NA
"albatross",1985,NA,1.87581363416382e-06,NA
"sharks",1985,NA,1.87581363416382e-06,NA
"pollock_juv",1985,NA,1.87581363416382e-06,NA
"pollock_adu",1985,1139676,1.87581363416382e-06,113967.6
"pcod_juv",1985,NA,1.87581363416382e-06,NA
"pcod_adu",1985,143447,1.87581363416382e-06,14344.7
"herring",1985,26593.21347,1.87581363416382e-06,2659.321347
"arrowtooth_juv",1985,NA,1.87581363416382e-06,NA
"arrowtooth_adu",1985,NA,1.87581363416382e-06,NA
"kamchatka",1985,NA,1.87581363416382e-06,NA
"gr_turbot_juv",1985,NA,1.87581363416382e-06,NA
"gr_turbot_adu",1985,NA,1.87581363416382e-06,NA
"halibut_juv",1985,NA,1.87581363416382e-06,NA
"halibut_adu",1985,NA,1.87581363416382e-06,NA
"yf_sole",1985,227107,1.87581363416382e-06,22710.7
"fh_sole",1985,NA,1.87581363416382e-06,NA
"nr_sole",1985,NA,1.87581363416382e-06,NA
"ak_plaice",1985,NA,1.87581363416382e-06,NA
"oth_flatfish",1985,NA,1.87581363416382e-06,NA
"ak_skate",1985,NA,1.87581363416382e-06,NA
"oth_skate",1985,NA,1.87581363416382e-06,NA
"sablefish_juv",1985,NA,1.87581363416382e-06,NA
"sablefish_adu",1985,2454,1.87581363416382e-06,245.4
"eelpouts",1985,NA,1.87581363416382e-06,NA
"deep_demersals",1985,NA,1.87581363416382e-06,NA
"pac_ocean_perch",1985,61,1.87581363416382e-06,6.1
"oth_rockfish",1985,NA,1.87581363416382e-06,NA
"north_rockfish",1985,6,1.87581363416382e-06,0.6
"shortraker_rock",1985,19,1.87581363416382e-06,1.9
"rougheye_rock",1985,18,1.87581363416382e-06,1.8
"atka",1985,NA,1.87581363416382e-06,NA
"shallow_demersals",1985,NA,1.87581363416382e-06,NA
"lg_sculpins",1985,NA,1.87581363416382e-06,NA
"octopus",1985,NA,1.87581363416382e-06,NA
"squids",1985,NA,1.87581363416382e-06,NA
"salmon_returning",1985,NA,1.87581363416382e-06,NA
"salmon_smolts",1985,NA,1.87581363416382e-06,NA
"mycto_bathy",1985,NA,1.87581363416382e-06,NA
"capelin",1985,NA,1.87581363416382e-06,NA
"sandlance",1985,NA,1.87581363416382e-06,NA
"oth_forage",1985,NA,1.87581363416382e-06,NA
"bairdi",1985,319.3,1.87581363416382e-06,31.93
"king_crabs",1985,3510.502867,1.87581363416382e-06,351.0502867
"opilio",1985,48900,1.87581363416382e-06,4890
"pandalid",1985,NA,1.87581363416382e-06,NA
"ben_zooplankton",1985,NA,1.87581363416382e-06,NA
"snails_sea_stars",1985,NA,1.87581363416382e-06,NA
"herb_echinoderms",1985,NA,1.87581363416382e-06,NA
"misc_crabs",1985,NA,1.87581363416382e-06,NA
"structural_epifauna",1985,NA,1.87581363416382e-06,NA
"infauna",1985,NA,1.87581363416382e-06,NA
"jellyfish",1985,NA,1.87581363416382e-06,NA
"pel_zooplankton",1985,NA,1.87581363416382e-06,NA
"euphausiids",1985,NA,1.87581363416382e-06,NA
"copepods",1985,NA,1.87581363416382e-06,NA
"pelagic_microbes",1985,NA,1.87581363416382e-06,NA
"benthic_microbes",1985,NA,1.87581363416382e-06,NA
"lg_phytoplankton",1985,NA,1.87581363416382e-06,NA
"sm_phytoplankton",1985,NA,1.87581363416382e-06,NA
"discards_offal",1985,NA,1.87581363416382e-06,NA
"pelagic_detritus",1985,NA,1.87581363416382e-06,NA
"benthic_detritus",1985,NA,1.87581363416382e-06,NA
"outside",1986,NA,1.87581363416382e-06,NA
"transient_killers",1986,NA,1.87581363416382e-06,NA
"toothed_whales",1986,NA,1.87581363416382e-06,NA
"gray_whales",1986,NA,1.87581363416382e-06,NA
"baleen_whales",1986,NA,1.87581363416382e-06,NA
"pinnipeds",1986,NA,1.87581363416382e-06,NA
"walrus_bd_seals",1986,NA,1.87581363416382e-06,NA
"nf_seal_juv",1986,NA,1.87581363416382e-06,NA
"nf_seal_adu",1986,54.66,1.87581363416382e-06,5.466
"ice_seals",1986,NA,1.87581363416382e-06,NA
"oth_birds",1986,NA,1.87581363416382e-06,NA
"murres_puffins",1986,NA,1.87581363416382e-06,NA
"kittiwakes",1986,NA,1.87581363416382e-06,NA
"auklets",1986,NA,1.87581363416382e-06,NA
"fulmars",1986,NA,1.87581363416382e-06,NA
"albatross",1986,NA,1.87581363416382e-06,NA
"sharks",1986,NA,1.87581363416382e-06,NA
"pollock_juv",1986,NA,1.87581363416382e-06,NA
"pollock_adu",1986,1141993,1.87581363416382e-06,114199.3
"pcod_juv",1986,NA,1.87581363416382e-06,NA
"pcod_adu",1986,135605,1.87581363416382e-06,13560.5
"herring",1986,18030.29671,1.87581363416382e-06,1803.029671
"arrowtooth_juv",1986,NA,1.87581363416382e-06,NA
"arrowtooth_adu",1986,NA,1.87581363416382e-06,NA
"kamchatka",1986,NA,1.87581363416382e-06,NA
"gr_turbot_juv",1986,NA,1.87581363416382e-06,NA
"gr_turbot_adu",1986,NA,1.87581363416382e-06,NA
"halibut_juv",1986,NA,1.87581363416382e-06,NA
"halibut_adu",1986,NA,1.87581363416382e-06,NA
"yf_sole",1986,208597,1.87581363416382e-06,20859.7
"fh_sole",1986,NA,1.87581363416382e-06,NA
"nr_sole",1986,NA,1.87581363416382e-06,NA
"ak_plaice",1986,NA,1.87581363416382e-06,NA
"oth_flatfish",1986,NA,1.87581363416382e-06,NA
"ak_skate",1986,NA,1.87581363416382e-06,NA
"oth_skate",1986,NA,1.87581363416382e-06,NA
"sablefish_juv",1986,NA,1.87581363416382e-06,NA
"sablefish_adu",1986,4184,1.87581363416382e-06,418.4
"eelpouts",1986,NA,1.87581363416382e-06,NA
"deep_demersals",1986,NA,1.87581363416382e-06,NA
"pac_ocean_perch",1986,670,1.87581363416382e-06,67
"oth_rockfish",1986,NA,1.87581363416382e-06,NA
"north_rockfish",1986,61,1.87581363416382e-06,6.1
"shortraker_rock",1986,18,1.87581363416382e-06,1.8
"rougheye_rock",1986,52,1.87581363416382e-06,5.2
"atka",1986,NA,1.87581363416382e-06,NA
"shallow_demersals",1986,NA,1.87581363416382e-06,NA
"lg_sculpins",1986,NA,1.87581363416382e-06,NA
"octopus",1986,NA,1.87581363416382e-06,NA
"squids",1986,NA,1.87581363416382e-06,NA
"salmon_returning",1986,NA,1.87581363416382e-06,NA
"salmon_smolts",1986,NA,1.87581363416382e-06,NA
"mycto_bathy",1986,NA,1.87581363416382e-06,NA
"capelin",1986,NA,1.87581363416382e-06,NA
"sandlance",1986,NA,1.87581363416382e-06,NA
"oth_forage",1986,NA,1.87581363416382e-06,NA
"bairdi",1986,518.9,1.87581363416382e-06,51.89
"king_crabs",1986,5940.826629,1.87581363416382e-06,594.0826629
"opilio",1986,50490,1.87581363416382e-06,5049
"pandalid",1986,NA,1.87581363416382e-06,NA
"ben_zooplankton",1986,NA,1.87581363416382e-06,NA
"snails_sea_stars",1986,NA,1.87581363416382e-06,NA
"herb_echinoderms",1986,NA,1.87581363416382e-06,NA
"misc_crabs",1986,NA,1.87581363416382e-06,NA
"structural_epifauna",1986,NA,1.87581363416382e-06,NA
"infauna",1986,NA,1.87581363416382e-06,NA
"jellyfish",1986,NA,1.87581363416382e-06,NA
"pel_zooplankton",1986,NA,1.87581363416382e-06,NA
"euphausiids",1986,NA,1.87581363416382e-06,NA
"copepods",1986,NA,1.87581363416382e-06,NA
"pelagic_microbes",1986,NA,1.87581363416382e-06,NA
"benthic_microbes",1986,NA,1.87581363416382e-06,NA
"lg_phytoplankton",1986,NA,1.87581363416382e-06,NA
"sm_phytoplankton",1986,NA,1.87581363416382e-06,NA
"discards_offal",1986,NA,1.87581363416382e-06,NA
"pelagic_detritus",1986,NA,1.87581363416382e-06,NA
"benthic_detritus",1986,NA,1.87581363416382e-06,NA
"outside",1987,NA,1.87581363416382e-06,NA
"transient_killers",1987,NA,1.87581363416382e-06,NA
"toothed_whales",1987,NA,1.87581363416382e-06,NA
"gray_whales",1987,NA,1.87581363416382e-06,NA
"baleen_whales",1987,NA,1.87581363416382e-06,NA
"pinnipeds",1987,NA,1.87581363416382e-06,NA
"walrus_bd_seals",1987,NA,1.87581363416382e-06,NA
"nf_seal_juv",1987,NA,1.87581363416382e-06,NA
"nf_seal_adu",1987,54.66,1.87581363416382e-06,5.466
"ice_seals",1987,NA,1.87581363416382e-06,NA
"oth_birds",1987,NA,1.87581363416382e-06,NA
"murres_puffins",1987,NA,1.87581363416382e-06,NA
"kittiwakes",1987,NA,1.87581363416382e-06,NA
"auklets",1987,NA,1.87581363416382e-06,NA
"fulmars",1987,NA,1.87581363416382e-06,NA
"albatross",1987,NA,1.87581363416382e-06,NA
"sharks",1987,NA,1.87581363416382e-06,NA
"pollock_juv",1987,NA,1.87581363416382e-06,NA
"pollock_adu",1987,859416,1.87581363416382e-06,85941.6
"pcod_juv",1987,NA,1.87581363416382e-06,NA
"pcod_adu",1987,149903,1.87581363416382e-06,14990.3
"herring",1987,16342.93309,1.87581363416382e-06,1634.293309
"arrowtooth_juv",1987,NA,1.87581363416382e-06,NA
"arrowtooth_adu",1987,NA,1.87581363416382e-06,NA
"kamchatka",1987,NA,1.87581363416382e-06,NA
"gr_turbot_juv",1987,NA,1.87581363416382e-06,NA
"gr_turbot_adu",1987,NA,1.87581363416382e-06,NA
"halibut_juv",1987,NA,1.87581363416382e-06,NA
"halibut_adu",1987,NA,1.87581363416382e-06,NA
"yf_sole",1987,181428,1.87581363416382e-06,18142.8
"fh_sole",1987,NA,1.87581363416382e-06,NA
"nr_sole",1987,NA,1.87581363416382e-06,NA
"ak_plaice",1987,NA,1.87581363416382e-06,NA
"oth_flatfish",1987,NA,1.87581363416382e-06,NA
"ak_skate",1987,NA,1.87581363416382e-06,NA
"oth_skate",1987,NA,1.87581363416382e-06,NA
"sablefish_juv",1987,NA,1.87581363416382e-06,NA
"sablefish_adu",1987,4904,1.87581363416382e-06,490.4
"eelpouts",1987,NA,1.87581363416382e-06,NA
"deep_demersals",1987,NA,1.87581363416382e-06,NA
"pac_ocean_perch",1987,1177,1.87581363416382e-06,117.7
"oth_rockfish",1987,NA,1.87581363416382e-06,NA
"north_rockfish",1987,77,1.87581363416382e-06,7.7
"shortraker_rock",1987,28,1.87581363416382e-06,2.8
"rougheye_rock",1987,99,1.87581363416382e-06,9.9
"atka",1987,NA,1.87581363416382e-06,NA
"shallow_demersals",1987,NA,1.87581363416382e-06,NA
"lg_sculpins",1987,NA,1.87581363416382e-06,NA
"octopus",1987,NA,1.87581363416382e-06,NA
"squids",1987,NA,1.87581363416382e-06,NA
"salmon_returning",1987,NA,1.87581363416382e-06,NA
"salmon_smolts",1987,NA,1.87581363416382e-06,NA
"mycto_bathy",1987,NA,1.87581363416382e-06,NA
"capelin",1987,NA,1.87581363416382e-06,NA
"sandlance",1987,NA,1.87581363416382e-06,NA
"oth_forage",1987,NA,1.87581363416382e-06,NA
"bairdi",1987,1509.7,1.87581363416382e-06,150.97
"king_crabs",1987,6550.235821,1.87581363416382e-06,655.0235821
"opilio",1987,66950,1.87581363416382e-06,6695
"pandalid",1987,NA,1.87581363416382e-06,NA
"ben_zooplankton",1987,NA,1.87581363416382e-06,NA
"snails_sea_stars",1987,NA,1.87581363416382e-06,NA
"herb_echinoderms",1987,NA,1.87581363416382e-06,NA
"misc_crabs",1987,NA,1.87581363416382e-06,NA
"structural_epifauna",1987,NA,1.87581363416382e-06,NA
"infauna",1987,NA,1.87581363416382e-06,NA
"jellyfish",1987,NA,1.87581363416382e-06,NA
"pel_zooplankton",1987,NA,1.87581363416382e-06,NA
"euphausiids",1987,NA,1.87581363416382e-06,NA
"copepods",1987,NA,1.87581363416382e-06,NA
"pelagic_microbes",1987,NA,1.87581363416382e-06,NA
"benthic_microbes",1987,NA,1.87581363416382e-06,NA
"lg_phytoplankton",1987,NA,1.87581363416382e-06,NA
"sm_phytoplankton",1987,NA,1.87581363416382e-06,NA
"discards_offal",1987,NA,1.87581363416382e-06,NA
"pelagic_detritus",1987,NA,1.87581363416382e-06,NA
"benthic_detritus",1987,NA,1.87581363416382e-06,NA
"outside",1988,NA,1.87581363416382e-06,NA
"transient_killers",1988,NA,1.87581363416382e-06,NA
"toothed_whales",1988,NA,1.87581363416382e-06,NA
"gray_whales",1988,NA,1.87581363416382e-06,NA
"baleen_whales",1988,NA,1.87581363416382e-06,NA
"pinnipeds",1988,NA,1.87581363416382e-06,NA
"walrus_bd_seals",1988,NA,1.87581363416382e-06,NA
"nf_seal_juv",1988,NA,1.87581363416382e-06,NA
"nf_seal_adu",1988,54.66,1.87581363416382e-06,5.466
"ice_seals",1988,NA,1.87581363416382e-06,NA
"oth_birds",1988,NA,1.87581363416382e-06,NA
"murres_puffins",1988,NA,1.87581363416382e-06,NA
"kittiwakes",1988,NA,1.87581363416382e-06,NA
"auklets",1988,NA,1.87581363416382e-06,NA
"fulmars",1988,NA,1.87581363416382e-06,NA
"albatross",1988,NA,1.87581363416382e-06,NA
"sharks",1988,NA,1.87581363416382e-06,NA
"pollock_juv",1988,NA,1.87581363416382e-06,NA
"pollock_adu",1988,1228721,1.87581363416382e-06,122872.1
"pcod_juv",1988,NA,1.87581363416382e-06,NA
"pcod_adu",1988,203071,1.87581363416382e-06,20307.1
"herring",1988,14869.66507,1.87581363416382e-06,1486.966507
"arrowtooth_juv",1988,NA,1.87581363416382e-06,NA
"arrowtooth_adu",1988,NA,1.87581363416382e-06,NA
"kamchatka",1988,NA,1.87581363416382e-06,NA
"gr_turbot_juv",1988,NA,1.87581363416382e-06,NA
"gr_turbot_adu",1988,NA,1.87581363416382e-06,NA
"halibut_juv",1988,NA,1.87581363416382e-06,NA
"halibut_adu",1988,NA,1.87581363416382e-06,NA
"yf_sole",1988,223156,1.87581363416382e-06,22315.6
"fh_sole",1988,NA,1.87581363416382e-06,NA
"nr_sole",1988,NA,1.87581363416382e-06,NA
"ak_plaice",1988,NA,1.87581363416382e-06,NA
"oth_flatfish",1988,NA,1.87581363416382e-06,NA
"ak_skate",1988,NA,1.87581363416382e-06,NA
"oth_skate",1988,NA,1.87581363416382e-06,NA
"sablefish_juv",1988,NA,1.87581363416382e-06,NA
"sablefish_adu",1988,4006,1.87581363416382e-06,400.6
"eelpouts",1988,NA,1.87581363416382e-06,NA
"deep_demersals",1988,NA,1.87581363416382e-06,NA
"pac_ocean_perch",1988,1326,1.87581363416382e-06,132.6
"oth_rockfish",1988,NA,1.87581363416382e-06,NA
"north_rockfish",1988,40,1.87581363416382e-06,4
"shortraker_rock",1988,31,1.87581363416382e-06,3.1
"rougheye_rock",1988,111,1.87581363416382e-06,11.1
"atka",1988,NA,1.87581363416382e-06,NA
"shallow_demersals",1988,NA,1.87581363416382e-06,NA
"lg_sculpins",1988,NA,1.87581363416382e-06,NA
"octopus",1988,NA,1.87581363416382e-06,NA
"squids",1988,NA,1.87581363416382e-06,NA
"salmon_returning",1988,NA,1.87581363416382e-06,NA
"salmon_smolts",1988,NA,1.87581363416382e-06,NA
"mycto_bathy",1988,NA,1.87581363416382e-06,NA
"capelin",1988,NA,1.87581363416382e-06,NA
"sandlance",1988,NA,1.87581363416382e-06,NA
"oth_forage",1988,NA,1.87581363416382e-06,NA
"bairdi",1988,3550.1,1.87581363416382e-06,355.01
"king_crabs",1988,4510.349729,1.87581363416382e-06,451.0349729
"opilio",1988,73650,1.87581363416382e-06,7365
"pandalid",1988,NA,1.87581363416382e-06,NA
"ben_zooplankton",1988,NA,1.87581363416382e-06,NA
"snails_sea_stars",1988,NA,1.87581363416382e-06,NA
"herb_echinoderms",1988,NA,1.87581363416382e-06,NA
"misc_crabs",1988,NA,1.87581363416382e-06,NA
"structural_epifauna",1988,NA,1.87581363416382e-06,NA
"infauna",1988,NA,1.87581363416382e-06,NA
"jellyfish",1988,NA,1.87581363416382e-06,NA
"pel_zooplankton",1988,NA,1.87581363416382e-06,NA
"euphausiids",1988,NA,1.87581363416382e-06,NA
"copepods",1988,NA,1.87581363416382e-06,NA
"pelagic_microbes",1988,NA,1.87581363416382e-06,NA
"benthic_microbes",1988,NA,1.87581363416382e-06,NA
"lg_phytoplankton",1988,NA,1.87581363416382e-06,NA
"sm_phytoplankton",1988,NA,1.87581363416382e-06,NA
"discards_offal",1988,NA,1.87581363416382e-06,NA
"pelagic_detritus",1988,NA,1.87581363416382e-06,NA
"benthic_detritus",1988,NA,1.87581363416382e-06,NA
"outside",1989,NA,1.87581363416382e-06,NA
"transient_killers",1989,NA,1.87581363416382e-06,NA
"toothed_whales",1989,NA,1.87581363416382e-06,NA
"gray_whales",1989,NA,1.87581363416382e-06,NA
"baleen_whales",1989,NA,1.87581363416382e-06,NA
"pinnipeds",1989,NA,1.87581363416382e-06,NA
"walrus_bd_seals",1989,NA,1.87581363416382e-06,NA
"nf_seal_juv",1989,NA,1.87581363416382e-06,NA
"nf_seal_adu",1989,54.66,1.87581363416382e-06,5.466
"ice_seals",1989,NA,1.87581363416382e-06,NA
"oth_birds",1989,NA,1.87581363416382e-06,NA
"murres_puffins",1989,NA,1.87581363416382e-06,NA
"kittiwakes",1989,NA,1.87581363416382e-06,NA
"auklets",1989,NA,1.87581363416382e-06,NA
"fulmars",1989,NA,1.87581363416382e-06,NA
"albatross",1989,NA,1.87581363416382e-06,NA
"sharks",1989,NA,1.87581363416382e-06,NA
"pollock_juv",1989,NA,1.87581363416382e-06,NA
"pollock_adu",1989,1229600,1.87581363416382e-06,122960
"pcod_juv",1989,NA,1.87581363416382e-06,NA
"pcod_adu",1989,178323,1.87581363416382e-06,17832.3
"herring",1989,13277.55585,1.87581363416382e-06,1327.755585
"arrowtooth_juv",1989,NA,1.87581363416382e-06,NA
"arrowtooth_adu",1989,NA,1.87581363416382e-06,NA
"kamchatka",1989,NA,1.87581363416382e-06,NA
"gr_turbot_juv",1989,NA,1.87581363416382e-06,NA
"gr_turbot_adu",1989,NA,1.87581363416382e-06,NA
"halibut_juv",1989,NA,1.87581363416382e-06,NA
"halibut_adu",1989,NA,1.87581363416382e-06,NA
"yf_sole",1989,153165,1.87581363416382e-06,15316.5
"fh_sole",1989,NA,1.87581363416382e-06,NA
"nr_sole",1989,NA,1.87581363416382e-06,NA
"ak_plaice",1989,NA,1.87581363416382e-06,NA
"oth_flatfish",1989,NA,1.87581363416382e-06,NA
"ak_skate",1989,NA,1.87581363416382e-06,NA
"oth_skate",1989,NA,1.87581363416382e-06,NA
"sablefish_juv",1989,NA,1.87581363416382e-06,NA
"sablefish_adu",1989,1516,1.87581363416382e-06,151.6
"eelpouts",1989,NA,1.87581363416382e-06,NA
"deep_demersals",1989,NA,1.87581363416382e-06,NA
"pac_ocean_perch",1989,2533,1.87581363416382e-06,253.3
"oth_rockfish",1989,NA,1.87581363416382e-06,NA
"north_rockfish",1989,78,1.87581363416382e-06,7.8
"shortraker_rock",1989,58,1.87581363416382e-06,5.8
"rougheye_rock",1989,204,1.87581363416382e-06,20.4
"atka",1989,NA,1.87581363416382e-06,NA
"shallow_demersals",1989,NA,1.87581363416382e-06,NA
"lg_sculpins",1989,NA,1.87581363416382e-06,NA
"octopus",1989,NA,1.87581363416382e-06,NA
"squids",1989,NA,1.87581363416382e-06,NA
"salmon_returning",1989,NA,1.87581363416382e-06,NA
"salmon_smolts",1989,NA,1.87581363416382e-06,NA
"mycto_bathy",1989,NA,1.87581363416382e-06,NA
"capelin",1989,NA,1.87581363416382e-06,NA
"sandlance",1989,NA,1.87581363416382e-06,NA
"oth_forage",1989,NA,1.87581363416382e-06,NA
"bairdi",1989,11650.1,1.87581363416382e-06,1165.01
"king_crabs",1989,5360.20573,1.87581363416382e-06,536.020573
"opilio",1989,80230,1.87581363416382e-06,8023
"pandalid",1989,NA,1.87581363416382e-06,NA
"ben_zooplankton",1989,NA,1.87581363416382e-06,NA
"snails_sea_stars",1989,NA,1.87581363416382e-06,NA
"herb_echinoderms",1989,NA,1.87581363416382e-06,NA
"misc_crabs",1989,NA,1.87581363416382e-06,NA
"structural_epifauna",1989,NA,1.87581363416382e-06,NA
"infauna",1989,NA,1.87581363416382e-06,NA
"jellyfish",1989,NA,1.87581363416382e-06,NA
"pel_zooplankton",1989,NA,1.87581363416382e-06,NA
"euphausiids",1989,NA,1.87581363416382e-06,NA
"copepods",1989,NA,1.87581363416382e-06,NA
"pelagic_microbes",1989,NA,1.87581363416382e-06,NA
"benthic_microbes",1989,NA,1.87581363416382e-06,NA
"lg_phytoplankton",1989,NA,1.87581363416382e-06,NA
"sm_phytoplankton",1989,NA,1.87581363416382e-06,NA
"discards_offal",1989,NA,1.87581363416382e-06,NA
"pelagic_detritus",1989,NA,1.87581363416382e-06,NA
"benthic_detritus",1989,NA,1.87581363416382e-06,NA
"outside",1990,NA,1.87581363416382e-06,NA
"transient_killers",1990,NA,1.87581363416382e-06,NA
"toothed_whales",1990,NA,1.87581363416382e-06,NA
"gray_whales",1990,NA,1.87581363416382e-06,NA
"baleen_whales",1990,NA,1.87581363416382e-06,NA
"pinnipeds",1990,NA,1.87581363416382e-06,NA
"walrus_bd_seals",1990,NA,1.87581363416382e-06,NA
"nf_seal_juv",1990,NA,1.87581363416382e-06,NA
"nf_seal_adu",1990,54.66,1.87581363416382e-06,5.466
"ice_seals",1990,NA,1.87581363416382e-06,NA
"oth_birds",1990,NA,1.87581363416382e-06,NA
"murres_puffins",1990,NA,1.87581363416382e-06,NA
"kittiwakes",1990,NA,1.87581363416382e-06,NA
"auklets",1990,NA,1.87581363416382e-06,NA
"fulmars",1990,NA,1.87581363416382e-06,NA
"albatross",1990,NA,1.87581363416382e-06,NA
"sharks",1990,NA,1.87581363416382e-06,NA
"pollock_juv",1990,NA,1.87581363416382e-06,NA
"pollock_adu",1990,1455193,1.87581363416382e-06,145519.3
"pcod_juv",1990,NA,1.87581363416382e-06,NA
"pcod_adu",1990,172067,1.87581363416382e-06,17206.7
"herring",1990,12756.83181,1.87581363416382e-06,1275.683181
"arrowtooth_juv",1990,NA,1.87581363416382e-06,NA
"arrowtooth_adu",1990,NA,1.87581363416382e-06,NA
"kamchatka",1990,NA,1.87581363416382e-06,NA
"gr_turbot_juv",1990,NA,1.87581363416382e-06,NA
"gr_turbot_adu",1990,NA,1.87581363416382e-06,NA
"halibut_juv",1990,NA,1.87581363416382e-06,NA
"halibut_adu",1990,4432.81504,1.87581363416382e-06,443.281504
"yf_sole",1990,83970,1.87581363416382e-06,8397
"fh_sole",1990,NA,1.87581363416382e-06,NA
"nr_sole",1990,NA,1.87581363416382e-06,NA
"ak_plaice",1990,NA,1.87581363416382e-06,NA
"oth_flatfish",1990,NA,1.87581363416382e-06,NA
"ak_skate",1990,NA,1.87581363416382e-06,NA
"oth_skate",1990,NA,1.87581363416382e-06,NA
"sablefish_juv",1990,NA,1.87581363416382e-06,NA
"sablefish_adu",1990,2330,1.87581363416382e-06,233
"eelpouts",1990,NA,1.87581363416382e-06,NA
"deep_demersals",1990,NA,1.87581363416382e-06,NA
"pac_ocean_perch",1990,6499,1.87581363416382e-06,649.9
"oth_rockfish",1990,NA,1.87581363416382e-06,NA
"north_rockfish",1990,247,1.87581363416382e-06,24.7
"shortraker_rock",1990,116,1.87581363416382e-06,11.6
"rougheye_rock",1990,369,1.87581363416382e-06,36.9
"atka",1990,NA,1.87581363416382e-06,NA
"shallow_demersals",1990,NA,1.87581363416382e-06,NA
"lg_sculpins",1990,NA,1.87581363416382e-06,NA
"octopus",1990,NA,1.87581363416382e-06,NA
"squids",1990,NA,1.87581363416382e-06,NA
"salmon_returning",1990,NA,1.87581363416382e-06,NA
"salmon_smolts",1990,NA,1.87581363416382e-06,NA
"mycto_bathy",1990,NA,1.87581363416382e-06,NA
"capelin",1990,NA,1.87581363416382e-06,NA
"sandlance",1990,NA,1.87581363416382e-06,NA
"oth_forage",1990,NA,1.87581363416382e-06,NA
"bairdi",1990,22457.1,1.87581363416382e-06,2245.71
"king_crabs",1990,10954.50514,1.87581363416382e-06,1095.450514
"opilio",1990,165070,1.87581363416382e-06,16507
"pandalid",1990,NA,1.87581363416382e-06,NA
"ben_zooplankton",1990,NA,1.87581363416382e-06,NA
"snails_sea_stars",1990,NA,1.87581363416382e-06,NA
"herb_echinoderms",1990,NA,1.87581363416382e-06,NA
"misc_crabs",1990,NA,1.87581363416382e-06,NA
"structural_epifauna",1990,NA,1.87581363416382e-06,NA
"infauna",1990,NA,1.87581363416382e-06,NA
"jellyfish",1990,NA,1.87581363416382e-06,NA
"pel_zooplankton",1990,NA,1.87581363416382e-06,NA
"euphausiids",1990,NA,1.87581363416382e-06,NA
"copepods",1990,NA,1.87581363416382e-06,NA
"pelagic_microbes",1990,NA,1.87581363416382e-06,NA
"benthic_microbes",1990,NA,1.87581363416382e-06,NA
"lg_phytoplankton",1990,NA,1.87581363416382e-06,NA
"sm_phytoplankton",1990,NA,1.87581363416382e-06,NA
"discards_offal",1990,NA,1.87581363416382e-06,NA
"pelagic_detritus",1990,NA,1.87581363416382e-06,NA
"benthic_detritus",1990,NA,1.87581363416382e-06,NA
"outside",1991,NA,1.87581363416382e-06,NA
"transient_killers",1991,NA,1.87581363416382e-06,NA
"toothed_whales",1991,NA,1.87581363416382e-06,NA
"gray_whales",1991,NA,1.87581363416382e-06,NA
"baleen_whales",1991,NA,1.87581363416382e-06,NA
"pinnipeds",1991,NA,1.87581363416382e-06,NA
"walrus_bd_seals",1991,NA,1.87581363416382e-06,NA
"nf_seal_juv",1991,NA,1.87581363416382e-06,NA
"nf_seal_adu",1991,54.66,1.87581363416382e-06,5.466
"ice_seals",1991,NA,1.87581363416382e-06,NA
"oth_birds",1991,NA,1.87581363416382e-06,NA
"murres_puffins",1991,NA,1.87581363416382e-06,NA
"kittiwakes",1991,NA,1.87581363416382e-06,NA
"auklets",1991,NA,1.87581363416382e-06,NA
"fulmars",1991,NA,1.87581363416382e-06,NA
"albatross",1991,NA,1.87581363416382e-06,NA
"sharks",1991,NA,1.87581363416382e-06,NA
"pollock_juv",1991,NA,1.87581363416382e-06,NA
