"Group","Year","Value","Scale","Stdev","Node"
"pelagic_shelf_rockfish",2003,0.0102572486145957,1,0.00102572486145957,47
"rex_sole_adult",2003,0.0148988282098574,1,0.00148988282098574,37
"sablefish_adult",2003,0.0388124326465589,1,0.00388124326465589,49
"salmon_returning",2003,0.278488889531412,1,0.0278488889531412,18
"salmon_shark",2003,0.000146765544002828,1,1.46765544002828e-05,28
"shallow_water_flatfish",2003,0.0183676124190162,1,0.00183676124190162,41
"shelf_demersal_fish",2003,0.00302954393467622,1,0.000302954393467622,58
"shelf_forage_fish",2003,NA,1,NA,25
"slope_demersal_fish",2003,NA,1,NA,59
"slope_rockfish",2003,0.0294461023388949,1,0.00294461023388949,45
"squid",2003,0.000272842666621232,1,2.72842666621232e-05,61
"tanner_crab",2003,0.000987919739829364,1,9.87919739829364e-05,63
"thornyheads",2003,0.00438978314854176,1,0.000438978314854176,48
"walleye_pollock_adult",2003,0.206969731949278,1,0.0206969731949278,53
"arrowtooth_flounder_adult",2004,0.0665969868253474,1,0.00665969868253474,35
"atka_mackerel",2004,0.00349454144286511,1,0.000349454144286511,57
"big_skate",2004,0.00488598579880649,1,0.000488598579880649,30
"deep_water_flatfish",2004,0.00250814630551734,1,0.000250814630551734,42
"demersal_shelf_rockfish",2004,0.000405560359331939,1,4.05560359331939e-05,46
"flathead_sole_adult",2004,0.00996357696288693,1,0.000996357696288693,39
"gelatinous_carnivores",2004,NA,1,NA,71
"infauna",2004,NA,1,NA,70
"king_crab",2004,NA,1,NA,64
"large_sculpins",2004,NA,1,NA,55
"lingcod",2004,0.000177992677908923,1,1.77992677908923e-05,56
"longnose_skate",2004,0.00185771545646998,1,0.000185771545646998,31
"motile_epifauna",2004,0.00119076473597451,1,0.000119076473597451,67
"octopus",2004,0.00127012381506928,1,0.000127012381506928,62
"other_skates",2004,0.0047530040167143,1,0.00047530040167143,32
"pacific_cod_adult",2004,0.240450153129247,1,0.0240450153129247,51
"pacific_dogfish",2004,0.000482648901686339,1,4.82648901686339e-05,27
"pacific_halibut_adult",2004,0.0654494021086686,1,0.00654494021086686,33
"pacific_herring_adult",2004,0.0084588921450447,1,0.00084588921450447,21
"pacific_ocean_perch_adult",2004,0.0458442724550516,1,0.00458442724550516,43
"pacific_sleeper_shark",2004,0.00116206569010389,1,0.000116206569010389,29
"pelagic_shelf_rockfish",2004,0.0099721982033403,1,0.00099721982033403,47
"rex_sole_adult",2004,0.00624842291784691,1,0.000624842291784691,37
"sablefish_adult",2004,0.0403920066107535,1,0.00403920066107535,49
"salmon_returning",2004,0.358272507141488,1,0.0358272507141488,18
"salmon_shark",2004,0.000171645319441664,1,1.71645319441664e-05,28
"shallow_water_flatfish",2004,0.0122809612853486,1,0.00122809612853486,41
"shelf_demersal_fish",2004,0.0028139192142063,1,0.00028139192142063,58
"shelf_forage_fish",2004,NA,1,NA,25
"slope_demersal_fish",2004,NA,1,NA,59
"slope_rockfish",2004,0.025434179981173,1,0.0025434179981173,45
"squid",2004,0.000660099928014346,1,6.60099928014346e-05,61
"tanner_crab",2004,0.00109397729299865,1,0.000109397729299865,63
"thornyheads",2004,0.00291831119100052,1,0.000291831119100052,48
"walleye_pollock_adult",2004,0.265939881330158,1,0.0265939881330158,53
"arrowtooth_flounder_adult",2005,0.0848645817803883,1,0.00848645817803883,35
"atka_mackerel",2005,0.00340915964203111,1,0.000340915964203111,57
"big_skate",2005,0.00356696582598213,1,0.000356696582598213,30
"deep_water_flatfish",2005,0.00159520635177557,1,0.000159520635177557,42
"demersal_shelf_rockfish",2005,0.000314879732843774,1,3.14879732843774e-05,46
"flathead_sole_adult",2005,0.0104812603026805,1,0.00104812603026805,39
"gelatinous_carnivores",2005,NA,1,NA,71
"infauna",2005,NA,1,NA,70
"king_crab",2005,NA,1,NA,64
"large_sculpins",2005,NA,1,NA,55
"lingcod",2005,0.00017506171571204,1,1.7506171571204e-05,56
"longnose_skate",2005,0.00438617534683029,1,0.000438617534683029,31
"motile_epifauna",2005,0.00136391562642427,1,0.000136391562642427,67
"octopus",2005,0.000703081851948085,1,7.03081851948085e-05,62
"other_skates",2005,0.00284279014691037,1,0.000284279014691037,32
"pacific_cod_adult",2005,0.202427833317005,1,0.0202427833317005,51
"pacific_dogfish",2005,0.00131672835851411,1,0.000131672835851411,27
"pacific_halibut_adult",2005,0.0606617034076049,1,0.00606617034076049,33
"pacific_herring_adult",2005,0.00658379314134319,1,0.000658379314134319,21
"pacific_ocean_perch_adult",2005,0.0443066801834995,1,0.00443066801834995,43
"pacific_sleeper_shark",2005,0.00197515430061039,1,0.000197515430061039,29
"pelagic_shelf_rockfish",2005,0.00830397965659861,1,0.000830397965659861,47
"rex_sole_adult",2005,0.00928293343669735,1,0.000928293343669735,37
"sablefish_adult",2005,0.0367824968373167,1,0.00367824968373167,49
"salmon_returning",2005,0.457825911133497,1,0.0457825911133497,18
"salmon_shark",2005,0.000250165055863423,1,2.50165055863423e-05,28
"shallow_water_flatfish",2005,0.0196846176454302,1,0.00196846176454302,41
"shelf_demersal_fish",2005,0.00251402442400829,1,0.000251402442400829,58
"shelf_forage_fish",2005,NA,1,NA,25
"slope_demersal_fish",2005,NA,1,NA,59
"slope_rockfish",2005,0.023282895101142,1,0.0023282895101142,45
"squid",2005,0.00268347183827507,1,0.000268347183827507,61
"tanner_crab",2005,0.00485147662595999,1,0.000485147662595999,63
"thornyheads",2005,0.00247312464592855,1,0.000247312464592855,48
"walleye_pollock_adult",2005,0.333531224309854,1,0.0333531224309854,53
"arrowtooth_flounder_adult",2006,0.117659056349007,1,0.0117659056349007,35
"atka_mackerel",2006,0.00374047680911875,1,0.000374047680911875,57
"big_skate",2006,0.00572261244031367,1,0.000572261244031367,30
"deep_water_flatfish",2006,0.00137311996047178,1,0.000137311996047178,42
"demersal_shelf_rockfish",2006,0.000348346672686769,1,3.48346672686769e-05,46
"flathead_sole_adult",2006,0.0131345535398625,1,0.00131345535398625,39
"gelatinous_carnivores",2006,NA,1,NA,71
"infauna",2006,NA,1,NA,70
"king_crab",2006,NA,1,NA,64
"large_sculpins",2006,NA,1,NA,55
"lingcod",2006,0.000262621554728265,1,2.62621554728265e-05,56
"longnose_skate",2006,0.00314561973684771,1,0.000314561973684771,31
"motile_epifauna",2006,0.00083762533085714,1,8.3762533085714e-05,67
"octopus",2006,0.000764365078481401,1,7.64365078481401e-05,62
"other_skates",2006,0.00571700267071035,1,0.000571700267071035,32
"pacific_cod_adult",2006,0.203464171163995,1,0.0203464171163995,51
"pacific_dogfish",2006,0.00328523782952604,1,0.000328523782952604,27
"pacific_halibut_adult",2006,0.0563152217190174,1,0.00563152217190174,33
"pacific_herring_adult",2006,0.00568517597297769,1,0.000568517597297769,21
"pacific_ocean_perch_adult",2006,0.0525442882152243,1,0.00525442882152243,43
"pacific_sleeper_shark",2006,0.00100919201427787,1,0.000100919201427787,29
"pelagic_shelf_rockfish",2006,0.00943406497450685,1,0.000943406497450686,47
"rex_sole_adult",2006,0.0140332284074984,1,0.00140332284074984,37
"sablefish_adult",2006,0.0343802333357471,1,0.00343802333357471,49
"salmon_returning",2006,0.381434365403865,1,0.0381434365403865,18
"salmon_shark",2006,0.000137381851948085,1,1.37381851948085e-05,28
"shallow_water_flatfish",2006,0.0316710085232718,1,0.00316710085232718,41
"shelf_demersal_fish",2006,0.00271158031937777,1,0.000271158031937777,58
"shelf_forage_fish",2006,NA,1,NA,25
"slope_demersal_fish",2006,NA,1,NA,59
"slope_rockfish",2006,0.0263326248354766,1,0.00263326248354766,45
"squid",2006,0.00643462722931903,1,0.000643462722931903,61
"tanner_crab",2006,0.00493616153325183,1,0.000493616153325183,63
"thornyheads",2006,0.00254295073029233,1,0.000254295073029233,48
"walleye_pollock_adult",2006,0.293600552031998,1,0.0293600552031998,53
"arrowtooth_flounder_adult",2007,0.107965647082877,1,0.0107965647082877,35
"atka_mackerel",2007,0.00622776431300555,1,0.000622776431300555,57
"big_skate",2007,0.00675490801596464,1,0.000675490801596464,30
"deep_water_flatfish",2007,0.000991864343248044,1,9.91864343248044e-05,42
"demersal_shelf_rockfish",2007,0.000423369354557033,1,4.23369354557033e-05,46
"flathead_sole_adult",2007,0.0130555226627025,1,0.00130555226627025,39
"gelatinous_carnivores",2007,NA,1,NA,71
"infauna",2007,NA,1,NA,70
"king_crab",2007,NA,1,NA,64
"large_sculpins",2007,NA,1,NA,55
"lingcod",2007,0.000333778052255621,1,3.33778052255621e-05,56
"longnose_skate",2007,0.00448806699351277,1,0.000448806699351277,31
"motile_epifauna",2007,0.00217164977999651,1,0.000217164977999651,67
"octopus",2007,0.00119228053205491,1,0.000119228053205491,62
"other_skates",2007,0.00498128372996434,1,0.000498128372996434,32
"pacific_cod_adult",2007,0.220694290983903,1,0.0220694290983903,51
"pacific_dogfish",2007,0.00252029015755913,1,0.000252029015755913,27
"pacific_halibut_adult",2007,0.0538417465899843,1,0.00538417465899843,33
"pacific_herring_adult",2007,0.00695797094164903,1,0.000695797094164903,21
"pacific_ocean_perch_adult",2007,0.0498908160787838,1,0.00498908160787838,43
"pacific_sleeper_shark",2007,0.00124303038305739,1,0.000124303038305739,29
"pelagic_shelf_rockfish",2007,0.0128783314662498,1,0.00128783314662498,47
"rex_sole_adult",2007,0.0121375735297249,1,0.00121375735297249,37
"sablefish_adult",2007,0.0345211633563205,1,0.00345211633563205,49
"salmon_returning",2007,0.400424622045074,1,0.0400424622045074,18
"salmon_shark",2007,0.000595892132266185,1,5.95892132266185e-05,28
"shallow_water_flatfish",2007,0.0355816057486295,1,0.00355816057486295,41
"shelf_demersal_fish",2007,0.00370568516286222,1,0.000370568516286222,58
"shelf_forage_fish",2007,NA,1,NA,25
"slope_demersal_fish",2007,NA,1,NA,59
"slope_rockfish",2007,0.022663988857132,1,0.0022663988857132,45
"squid",2007,0.00174970289944584,1,0.000174970289944584,61
"tanner_crab",2007,NA,1,NA,63
"thornyheads",2007,0.00255740749417512,1,0.000255740749417512,48
"walleye_pollock_adult",2007,0.219672558983511,1,0.0219672558983511,53
"arrowtooth_flounder_adult",2008,0.124402881129962,1,0.0124402881129962,35
"atka_mackerel",2008,0.00899420281212596,1,0.000899420281212596,57
"big_skate",2008,0.0058473861540493,1,0.00058473861540493,30
"deep_water_flatfish",2008,0.00219422496155795,1,0.000219422496155795,42
"demersal_shelf_rockfish",2008,0.000607737818877279,1,6.07737818877279e-05,46
"flathead_sole_adult",2008,0.0140772418845759,1,0.00140772418845759,39
"gelatinous_carnivores",2008,NA,1,NA,71
"infauna",2008,NA,1,NA,70
"king_crab",2008,NA,1,NA,64
"large_sculpins",2008,NA,1,NA,55
"lingcod",2008,0.00118122027090459,1,0.000118122027090459,56
"longnose_skate",2008,0.00425537869139452,1,0.000425537869139452,31
"motile_epifauna",2008,0.00298460634027491,1,0.000298460634027491,67
"octopus",2008,0.00151252237297088,1,0.000151252237297088,62
"other_skates",2008,0.00555892387836554,1,0.000555892387836554,32
"pacific_cod_adult",2008,0.248697161891051,1,0.0248697161891051,51
"pacific_dogfish",2008,0.00194132104323824,1,0.000194132104323824,27
"pacific_halibut_adult",2008,0.0556283757520967,1,0.00556283757520967,33
"pacific_herring_adult",2008,0.00807074348827997,1,0.000807074348827997,21
"pacific_ocean_perch_adult",2008,0.0483912271211276,1,0.00483912271211276,43
"pacific_sleeper_shark",2008,0.000275670978706729,1,2.75670978706729e-05,29
"pelagic_shelf_rockfish",2008,0.0145391597698163,1,0.00145391597698163,47
"rex_sole_adult",2008,0.0115306152004736,1,0.00115306152004736,37
"sablefish_adult",2008,0.0305589409163902,1,0.00305589409163902,49
"salmon_returning",2008,0.332546105293288,1,0.0332546105293288,18
"salmon_shark",2008,3.07195583744021e-05,1,3.07195583744021e-06,28
"shallow_water_flatfish",2008,0.0377396675029497,1,0.00377396675029497,41
"shelf_demersal_fish",2008,0.00596591543176484,1,0.000596591543176484,58
"shelf_forage_fish",2008,NA,1,NA,25
"slope_demersal_fish",2008,NA,1,NA,59
"slope_rockfish",2008,0.0221465397901767,1,0.00221465397901767,45
"squid",2008,0.000356346025241834,1,3.56346025241834e-05,61
"tanner_crab",2008,0.00045643795092197,1,4.5643795092197e-05,63
"thornyheads",2008,0.0024268962256516,1,0.00024268962256516,48
"walleye_pollock_adult",2008,0.216324156937244,1,0.0216324156937244,53
"arrowtooth_flounder_adult",2009,0.105770957835149,1,0.0105770957835149,35
"atka_mackerel",2009,0.00947110138050594,1,0.000947110138050594,57
"big_skate",2009,0.0084426265818741,1,0.00084426265818741,30
"deep_water_flatfish",2009,0.00184128654123841,1,0.000184128654123841,42
"demersal_shelf_rockfish",2009,0.000518560798061072,1,5.18560798061072e-05,46
"flathead_sole_adult",2009,0.0154360541638802,1,0.00154360541638802,39
"gelatinous_carnivores",2009,NA,1,NA,71
"infauna",2009,NA,1,NA,70
"king_crab",2009,NA,1,NA,64
"large_sculpins",2009,NA,1,NA,55
"lingcod",2009,0.000309458987557982,1,3.09458987557982e-05,56
"longnose_skate",2009,0.00500227883579177,1,0.000500227883579177,31
"motile_epifauna",2009,0.00364303724086229,1,0.000364303724086229,67
"octopus",2009,0.00143556450361845,1,0.000143556450361845,62
"other_skates",2009,0.00610859184986093,1,0.000610859184986093,32
"pacific_cod_adult",2009,0.220595478960169,1,0.022059547896017,51
"pacific_dogfish",2009,0.00565460942458331,1,0.000565460942458331,27
"pacific_halibut_adult",2009,NA,1,NA,33
"pacific_herring_adult",2009,0.00891466546264626,1,0.000891466546264626,21
"pacific_ocean_perch_adult",2009,0.0504242979268983,1,0.00504242979268983,43
"pacific_sleeper_shark",2009,0.000235201410748438,1,2.35201410748438e-05,29
"pelagic_shelf_rockfish",2009,0.0122155565683714,1,0.00122155565683714,47
"rex_sole_adult",2009,0.0202398442724551,1,0.00202398442724551,37
"sablefish_adult",2009,0.027217771511571,1,0.0027217771511571,49
"salmon_returning",2009,0.361385391885641,1,0.0361385391885641,18
"salmon_shark",2009,3.88211390771354e-05,1,3.88211390771354e-06,28
"shallow_water_flatfish",2009,0.0357387687471514,1,0.00357387687471514,41
"shelf_demersal_fish",2009,0.00447197031976112,1,0.000447197031976112,58
"shelf_forage_fish",2009,NA,1,NA,25
"slope_demersal_fish",2009,NA,1,NA,59
"slope_rockfish",2009,0.0216429937513044,1,0.00216429937513044,45
"squid",2009,0.00143190966439351,1,0.000143190966439351,61
"tanner_crab",2009,NA,1,NA,63
"thornyheads",2009,0.00217602835127295,1,0.000217602835127295,48
"walleye_pollock_adult",2009,0.176980363676636,1,0.0176980363676636,53
"arrowtooth_flounder_adult",2010,0.103674022106117,1,0.0103674022106117,35
"atka_mackerel",2010,0.0102944181160511,1,0.00102944181160511,57
"big_skate",2010,0.0101519190407788,1,0.00101519190407788,30
"deep_water_flatfish",2010,0.00229679009758103,1,0.000229679009758103,42
"demersal_shelf_rockfish",2010,0.000764815499212418,1,7.64815499212418e-05,46
"flathead_sole_adult",2010,0.0166214869406281,1,0.00166214869406281,39
"gelatinous_carnivores",2010,NA,1,NA,71
"infauna",2010,0.000475352993367949,1,4.75352993367949e-05,70
"king_crab",2010,NA,1,NA,64
"large_sculpins",2010,0.00204050757371246,1,0.000204050757371246,55
"lingcod",2010,0.000250231139085655,1,2.50231139085655e-05,56
"longnose_skate",2010,0.00414931073564738,1,0.000414931073564738,31
"motile_epifauna",2010,0.00261450908723043,1,0.000261450908723043,67
"octopus",2010,0.0015070421348074,1,0.000150704213480741,62
"other_skates",2010,0.00599730433086438,1,0.000599730433086438,32
"pacific_cod_adult",2010,0.32778669458099,1,0.032778669458099,51
"pacific_dogfish",2010,0.00149843095417751,1,0.000149843095417751,27
"pacific_halibut_adult",2010,NA,1,NA,33
"pacific_herring_adult",2010,0.0104035208396339,1,0.00104035208396339,21
"pacific_ocean_perch_adult",2010,0.058311374262078,1,0.0058311374262078,43
"pacific_sleeper_shark",2010,0.000689473688236948,1,6.89473688236948e-05,29
"pelagic_shelf_rockfish",2010,0.0126092234563861,1,0.00126092234563861,47
"rex_sole_adult",2010,0.0156232979591663,1,0.00156232979591663,37
"sablefish_adult",2010,0.0249861585922686,1,0.00249861585922686,49
"salmon_returning",2010,0.246036708041948,1,0.0246036708041948,18
"salmon_shark",2010,0.000457170314754503,1,4.57170314754503e-05,28
"shallow_water_flatfish",2010,0.0248092728858184,1,0.00248092728858184,41
"shelf_demersal_fish",2010,0.00108499885870963,1,0.000108499885870963,58
"shelf_forage_fish",2010,NA,1,NA,25
"slope_demersal_fish",2010,NA,1,NA,59
"slope_rockfish",2010,0.0213302903681393,1,0.00213302903681393,45
"squid",2010,0.000549992099605996,1,5.49992099605996e-05,61
"tanner_crab",2010,NA,1,NA,63
"thornyheads",2010,0.00177803919974699,1,0.000177803919974699,48
"walleye_pollock_adult",2010,0.312832547315923,1,0.0312832547315923,53
"arrowtooth_flounder_adult",2011,0.131669095099641,1,0.0131669095099641,35
"atka_mackerel",2011,0.00687714603840542,1,0.000687714603840542,57
"big_skate",2011,0.00945318392747467,1,0.000945318392747467,30
"deep_water_flatfish",2011,0.00195619651773573,1,0.000195619651773573,42
"demersal_shelf_rockfish",2011,0.000854815892926665,1,8.54815892926665e-05,46
"flathead_sole_adult",2011,0.0116336831996997,1,0.00116336831996997,39
"gelatinous_carnivores",2011,NA,1,NA,71
"infauna",2011,0.000446082012957418,1,4.46082012957418e-05,70
"king_crab",2011,NA,1,NA,64
"large_sculpins",2011,0.00229264026467677,1,0.000229264026467677,55
"lingcod",2011,0.000367601008208068,1,3.67601008208068e-05,56
"longnose_skate",2011,0.00412372894508858,1,0.000412372894508858,31
"motile_epifauna",2011,0.00118123186366173,1,0.000118123186366173,67
"octopus",2011,0.00411404016842427,1,0.000411404016842427,62
"other_skates",2011,0.0055479069102982,1,0.00055479069102982,32
"pacific_cod_adult",2011,0.356565285329013,1,0.0356565285329013,51
"pacific_dogfish",2011,0.00109609507530722,1,0.000109609507530722,27
"pacific_halibut_adult",2011,NA,1,NA,33
"pacific_herring_adult",2011,0.00926315049261189,1,0.000926315049261189,21
"pacific_ocean_perch_adult",2011,0.0526037492509935,1,0.00526037492509935,43
"pacific_sleeper_shark",2011,9.1740613429371e-05,1,9.1740613429371e-06,29
"pelagic_shelf_rockfish",2011,0.0104382339145347,1,0.00104382339145347,47
"rex_sole_adult",2011,0.0122524512930493,1,0.00122524512930493,37
"sablefish_adult",2011,0.0269049620327462,1,0.00269049620327462,49
"salmon_returning",2011,0.329832436150429,1,0.0329832436150429,18
"salmon_shark",2011,2.82056758089867e-05,1,2.82056758089867e-06,28
"shallow_water_flatfish",2011,0.017008795536386,1,0.0017008795536386,41
"shelf_demersal_fish",2011,0.000934590056857593,1,9.34590056857593e-05,58
"shelf_forage_fish",2011,NA,1,NA,25
"slope_demersal_fish",2011,NA,1,NA,59
"slope_rockfish",2011,0.0198442218886582,1,0.00198442218886582,45
"squid",2011,0.000973240989714145,1,9.73240989714145e-05,61
"tanner_crab",2011,0.00681576228122112,1,0.000681576228122112,63
"thornyheads",2011,0.0019676200861106,1,0.00019676200861106,48
"walleye_pollock_adult",2011,0.330940114036153,1,0.0330940114036153,53
"arrowtooth_flounder_adult",2012,0.0884354825863163,1,0.00884354825863163,35
"atka_mackerel",2012,0.0050590998000098,1,0.00050590998000098,57
"big_skate",2012,0.00837940299237506,1,0.000837940299237506,30
"deep_water_flatfish",2012,0.00109900535922588,1,0.000109900535922588,42
"demersal_shelf_rockfish",2012,0.000700259042451942,1,7.00259042451942e-05,46
"flathead_sole_adult",2012,0.00923049641509356,1,0.000923049641509356,39
"gelatinous_carnivores",2012,NA,1,NA,71
"infauna",2012,0.000424400234783979,1,4.24400234783979e-05,70
"king_crab",2012,NA,1,NA,64
"large_sculpins",2012,0.00251469085222069,1,0.000251469085222069,55
"lingcod",2012,0.00053473734034732,1,5.3473734034732e-05,56
"longnose_skate",2012,0.00358132522552126,1,0.000358132522552126,31
"motile_epifauna",2012,0.000700353127201632,1,7.00353127201632e-05,67
"octopus",2012,0.00184549435781683,1,0.000184549435781683,62
"other_skates",2012,0.00468241996035849,1,0.000468241996035849,32
"pacific_cod_adult",2012,0.327432965721143,1,0.0327432965721143,51
"pacific_dogfish",2012,0.000905261004970844,1,9.05261004970844e-05,27
"pacific_halibut_adult",2012,NA,1,NA,33
"pacific_herring_adult",2012,0.0113015371279854,1,0.00113015371279854,21
"pacific_ocean_perch_adult",2012,0.0563637913725547,1,0.00563637913725547,43
"pacific_sleeper_shark",2012,0.000610753112584711,1,6.10753112584711e-05,29
"pelagic_shelf_rockfish",2012,0.0170856331898398,1,0.00170856331898398,47
"rex_sole_adult",2012,0.0104068189540813,1,0.00104068189540813,37
"sablefish_adult",2012,0.0284559890784112,1,0.00284559890784112,49
"salmon_returning",2012,0.275214150768628,1,0.0275214150768628,18
"salmon_shark",2012,0.000212169525730399,1,2.12169525730399e-05,28
"shallow_water_flatfish",2012,0.0170891897611342,1,0.00170891897611342,41
"shelf_demersal_fish",2012,0.00084944732729023,1,8.4944732729023e-05,58
"shelf_forage_fish",2012,NA,1,NA,25
"slope_demersal_fish",2012,NA,1,NA,59
"slope_rockfish",2012,0.0285813842453249,1,0.00285813842453249,45
"squid",2012,7.01698814421836e-05,1,7.01698814421836e-06,61
"tanner_crab",2012,0.00498244059479744,1,0.000498244059479744,63
"thornyheads",2012,0.00220186761237386,1,0.000220186761237386,48
"walleye_pollock_adult",2012,0.421412926349107,1,0.0421412926349107,53
"arrowtooth_flounder_adult",2013,0.0928969004229835,1,0.00928969004229835,35
"atka_mackerel",2013,0.00543938035219216,1,0.000543938035219216,57
"big_skate",2013,0.0104018729552007,1,0.00104018729552007,30
"deep_water_flatfish",2013,0.000990436113643199,1,9.90436113643199e-05,42
"demersal_shelf_rockfish",2013,0.000799396153481934,1,7.99396153481934e-05,46
"flathead_sole_adult",2013,0.0120049665933867,1,0.00120049665933867,39
"gelatinous_carnivores",2013,NA,1,NA,71
"infauna",2013,NA,1,NA,70
"king_crab",2013,0.000244914060629811,1,2.44914060629811e-05,64
"large_sculpins",2013,0.00414694933001972,1,0.000414694933001972,55
"lingcod",2013,0.000577188956472106,1,5.77188956472106e-05,56
"longnose_skate",2013,0.00576631786723886,1,0.000576631786723886,31
"motile_epifauna",2013,0.000489188603478313,1,4.89188603478313e-05,67
"octopus",2013,0.00182523697520925,1,0.000182523697520925,62
"other_skates",2013,0.00724184312534789,1,0.00072418431253479,32
"pacific_cod_adult",2013,0.284661865948269,1,0.0284661865948269,51
"pacific_dogfish",2013,0.00620152747411839,1,0.000620152747411839,27
"pacific_halibut_adult",2013,0.0601241842202028,1,0.00601241842202028,33
"pacific_herring_adult",2013,0.0104756163249833,1,0.00104756163249833,21
"pacific_ocean_perch_adult",2013,0.0496002525212515,1,0.00496002525212515,43
"pacific_sleeper_shark",2013,0.000190836478458399,1,1.90836478458399e-05,29
"pelagic_shelf_rockfish",2013,0.0135507355140841,1,0.00135507355140841,47
"rex_sole_adult",2013,0.015758590155311,1,0.0015758590155311,37
"sablefish_adult",2013,0.0278801584651032,1,0.00278801584651032,49
"salmon_returning",2013,0.432251525101696,1,0.0432251525101696,18
"salmon_shark",2013,1.27959367731685e-05,1,1.27959367731685e-06,28
"shallow_water_flatfish",2013,0.0234950335265376,1,0.00234950335265376,41
"shelf_demersal_fish",2013,0.00322421990256934,1,0.000322421990256934,58
"shelf_forage_fish",2013,NA,1,NA,25
"slope_demersal_fish",2013,NA,1,NA,59
"slope_rockfish",2013,0.0264775749568525,1,0.00264775749568525,45
"squid",2013,0.0013562896185953,1,0.00013562896185953,61
"tanner_crab",2013,0.000663270755508606,1,6.63270755508606e-05,63
"thornyheads",2013,0.00345690384399133,1,0.000345690384399133,48
"walleye_pollock_adult",2013,0.386748810967755,1,0.0386748810967755,53
"arrowtooth_flounder_adult",2014,0.155576338776229,1,0.0155576338776229,35
"atka_mackerel",2014,0.00443722257259476,1,0.000443722257259476,57
"big_skate",2014,0.00662471532442528,1,0.000662471532442528,30
"deep_water_flatfish",2014,0.00146282675999046,1,0.000146282675999046,42
"demersal_shelf_rockfish",2014,0.000655965073953971,1,6.55965073953971e-05,46
"flathead_sole_adult",2014,0.0108845285508496,1,0.00108845285508496,39
"gelatinous_carnivores",2014,NA,1,NA,71
"infauna",2014,NA,1,NA,70
"king_crab",2014,NA,1,NA,64
"large_sculpins",2014,0.00366340354552645,1,0.000366340354552645,55
"lingcod",2014,0.000528212713262825,1,5.28212713262825e-05,56
"longnose_skate",2014,0.00518953775809029,1,0.000518953775809029,31
"motile_epifauna",2014,0.000859826838040798,1,8.59826838040798e-05,67
"octopus",2014,0.00562701848765383,1,0.000562701848765383,62
"other_skates",2014,0.00709241358743914,1,0.000709241358743914,32
"pacific_cod_adult",2014,0.355633530092817,1,0.0355633530092817,51
"pacific_dogfish",2014,0.00346890518162023,1,0.000346890518162024,27
"pacific_halibut_adult",2014,0.0368024352619895,1,0.00368024352619895,33
"pacific_herring_adult",2014,0.00640544302697545,1,0.000640544302697545,21
"pacific_ocean_perch_adult",2014,0.0674730843730066,1,0.00674730843730066,43
"pacific_sleeper_shark",2014,0.000338647592187214,1,3.38647592187214e-05,29
"pelagic_shelf_rockfish",2014,0.0126704791367225,1,0.00126704791367225,47
"rex_sole_adult",2014,0.0152309910364474,1,0.00152309910364474,37
"sablefish_adult",2014,0.0252610321524319,1,0.00252610321524319,49
"salmon_returning",2014,0.205211088273154,1,0.0205211088273154,18
"salmon_shark",2014,0.000626041113883008,1,6.26041113883008e-05,28
"shallow_water_flatfish",2014,0.020164933270686,1,0.0020164933270686,41
"shelf_demersal_fish",2014,0.00135690746989722,1,0.000135690746989722,58
"shelf_forage_fish",2014,NA,1,NA,25
"slope_demersal_fish",2014,NA,1,NA,59
"slope_rockfish",2014,0.0255289351754261,1,0.00255289351754261,45
"squid",2014,0.000390686254567681,1,3.90686254567681e-05,61
"tanner_crab",2014,NA,1,NA,63
"thornyheads",2014,0.00383134355126315,1,0.000383134355126315,48
"walleye_pollock_adult",2014,0.591850125027959,1,0.0591850125027959,53
"arrowtooth_flounder_adult",2015,0.0821939317400675,1,0.00821939317400675,35
"atka_mackerel",2015,0.00518725260057503,1,0.000518725260057503,57
"big_skate",2015,0.00616233050477704,1,0.000616233050477704,30
"deep_water_flatfish",2015,0.00106641516077932,1,0.000106641516077932,42
"demersal_shelf_rockfish",2015,0.000804136564779847,1,8.04136564779847e-05,46
"flathead_sole_adult",2015,0.00852189322125877,1,0.000852189322125877,39
"gelatinous_carnivores",2015,NA,1,NA,71
"infauna",2015,NA,1,NA,70
"king_crab",2015,NA,1,NA,64
"large_sculpins",2015,0.00286871777708045,1,0.000286871777708045,55
"lingcod",2015,0.000400202890986459,1,4.00202890986459e-05,56
"longnose_skate",2015,0.00558175905084317,1,0.000558175905084317,31
"motile_epifauna",2015,0.000883887004417107,1,8.83887004417107e-05,67
"octopus",2015,0.00416651320351538,1,0.000416651320351538,62
"other_skates",2015,0.00682815183490793,1,0.000682815183490793,32
"pacific_cod_adult",2015,0.330920998633677,1,0.0330920998633677,51
"pacific_dogfish",2015,0.00245053034652914,1,0.000245053034652914,27
"pacific_halibut_adult",2015,0.0374129329293791,1,0.00374129329293791,33
"pacific_herring_adult",2015,NA,1,NA,21
"pacific_ocean_perch_adult",2015,0.0713555155277844,1,0.00713555155277844,43
"pacific_sleeper_shark",2015,0.000218281619022103,1,2.18281619022103e-05,29
"pelagic_shelf_rockfish",2015,0.0118480524947514,1,0.00118480524947514,47
"rex_sole_adult",2015,0.0083370676708884,1,0.00083370676708884,37
"sablefish_adult",2015,0.0239540551562545,1,0.00239540551562545,49
"salmon_returning",2015,0.517472133664155,1,0.0517472133664155,18
