"","Prey","Predator","Old_VV","New_VV","Rel_Change","Log_Ratio"
"315","shelf_forage_fish","piscivorous_diving_birds",1.62606259807669,1.63983691721433,0.00847096486563648,0.00366339885006381
"316","slope_forage_fish","piscivorous_diving_birds",2,2,0,0
"317","pacific_halibut_juvenile","piscivorous_diving_birds",2,2,0,0
"318","arrowtooth_flounder_juvenile","piscivorous_diving_birds",9.63779636019163,9.34135151515413,-0.0307585711461954,-0.0135680308345054
"319","rex_sole_juvenile","piscivorous_diving_birds",2,2,0,0
"320","flathead_sole_juvenile","piscivorous_diving_birds",2,2,0,0
"321","shallow_water_flatfish","piscivorous_diving_birds",1.61107880233262,1.61084561509199,-0.000144739810547412,-6.28642506220821e-05
"322","pacific_ocean_perch_juvenile","piscivorous_diving_birds",2,2,0,0
"323","slope_rockfish","piscivorous_diving_birds",2,2,0,0
"324","demersal_shelf_rockfish","piscivorous_diving_birds",2,2,0,0
"325","pelagic_shelf_rockfish","piscivorous_diving_birds",2,2,0,0
"326","thornyheads","piscivorous_diving_birds",2,2,0,0
"327","sablefish_juvenile","piscivorous_diving_birds",2,2,0,0
"328","pacific_cod_juvenile","piscivorous_diving_birds",1.87389832184934,1.86528633414928,-0.0045957603994029,-0.00200051385196783
"329","walleye_pollock_juvenile","piscivorous_diving_birds",1.47195833361704,1.47172602682911,-0.0001578215786604,-6.85464499342305e-05
"330","large_sculpins","piscivorous_diving_birds",2,2,0,0
"331","lingcod","piscivorous_diving_birds",2,2,0,0
"332","atka_mackerel","piscivorous_diving_birds",2,2,0,0
"333","shelf_demersal_fish","piscivorous_diving_birds",1.88922020061599,1.86958667249638,-0.0103923979392173,-0.00453697716191073
"334","squid","piscivorous_diving_birds",2.16370260406474,2.17109948574463,0.00341862216461419,0.00148215671593613
"335","octopus","piscivorous_diving_birds",1.97034225267124,1.99724659365936,0.0136546536276374,0.00589001853777827
"336","pandalid_shrimp","piscivorous_diving_birds",1.52319768485256,1.54156638870411,0.0120593039460466,0.00520596173491725
"337","nonpandalid_shrimp","piscivorous_diving_birds",2.75379311132565,2.65336503826553,-0.0364689971251235,-0.0161343067886396
"338","motile_epifauna","piscivorous_diving_birds",1.45148080839979,2,0.37790316511655,0.139218697736159
"339","benthic_zooplankton","piscivorous_diving_birds",1.71952879460816,1.71028579389991,-0.00537531022291271,-0.00234076438706127
"340","sessile_epifauna","piscivorous_diving_birds",2,2,0,0
"341","mysids","piscivorous_diving_birds",1.7621123719706,1.74004708525129,-0.0125220656016556,-0.00547260008236879
"342","pelagic_amphipods","piscivorous_diving_birds",2,2,0,0
"343","euphausiids","piscivorous_diving_birds",2.31956638311456,2.3146577048298,-0.00211620513234678,-0.000920030041414509
"344","large_copepods","piscivorous_diving_birds",2,2,0,0
"345","small_copepods","piscivorous_diving_birds",2,2,0,0
"346","discards","piscivorous_diving_birds",2,2,0,0
"347","offal","piscivorous_diving_birds",1.50714505029554,1.50909941075193,0.00129673016941001,0.0005627979373713
"348","detritus","piscivorous_diving_birds",2,2,0,0
"349","salmon_outgoing","planktivorous_diving_birds",2,2,0,0
"350","pacific_herring_juvenile","planktivorous_diving_birds",1.66064644280173,1.66245629488044,0.0010898479243131,0.000473057206233786
"351","pacific_sandlance","planktivorous_diving_birds",1.60473625243531,1.59668560529429,-0.005016803931988,-0.0021842538437839
"352","pacific_capelin","planktivorous_diving_birds",3.92962779355821,3.7544592849742,-0.0445763613722313,-0.0198040178165347
"353","shelf_forage_fish","planktivorous_diving_birds",1.62606259807669,1.63983691721433,0.00847096486563648,0.00366339885006381
"354","pacific_halibut_juvenile","planktivorous_diving_birds",2,2,0,0
"355","arrowtooth_flounder_juvenile","planktivorous_diving_birds",9.63779636019163,9.34135151515413,-0.0307585711461954,-0.0135680308345054
"356","rex_sole_juvenile","planktivorous_diving_birds",2,2,0,0
"357","flathead_sole_juvenile","planktivorous_diving_birds",2,2,0,0
"358","shallow_water_flatfish","planktivorous_diving_birds",1.61107880233262,1.61084561509199,-0.000144739810547412,-6.28642506220821e-05
"359","pacific_ocean_perch_juvenile","planktivorous_diving_birds",2,2,0,0
"360","slope_rockfish","planktivorous_diving_birds",2,2,0,0
"361","demersal_shelf_rockfish","planktivorous_diving_birds",2,2,0,0
"362","pelagic_shelf_rockfish","planktivorous_diving_birds",2,2,0,0
"363","thornyheads","planktivorous_diving_birds",2,2,0,0
"364","sablefish_juvenile","planktivorous_diving_birds",2,2,0,0
"365","pacific_cod_juvenile","planktivorous_diving_birds",1.87389832184934,1.86528633414928,-0.0045957603994029,-0.00200051385196783
"366","walleye_pollock_juvenile","planktivorous_diving_birds",1.47195833361704,1.47172602682911,-0.0001578215786604,-6.85464499342305e-05
"367","large_sculpins","planktivorous_diving_birds",2,2,0,0
"368","lingcod","planktivorous_diving_birds",2,2,0,0
"369","atka_mackerel","planktivorous_diving_birds",2,2,0,0
"370","shelf_demersal_fish","planktivorous_diving_birds",1.88922020061599,1.86958667249638,-0.0103923979392173,-0.00453697716191073
"371","squid","planktivorous_diving_birds",2.16370260406474,2.17109948574463,0.00341862216461419,0.00148215671593613
"372","octopus","planktivorous_diving_birds",1.97034225267124,1.99724659365936,0.0136546536276374,0.00589001853777827
"373","pandalid_shrimp","planktivorous_diving_birds",1.52319768485256,1.54156638870411,0.0120593039460466,0.00520596173491725
"374","nonpandalid_shrimp","planktivorous_diving_birds",2.75379311132565,2.65336503826553,-0.0364689971251235,-0.0161343067886396
"375","motile_epifauna","planktivorous_diving_birds",1.45148080839979,2,0.37790316511655,0.139218697736159
"376","benthic_zooplankton","planktivorous_diving_birds",1.71952879460816,1.71028579389991,-0.00537531022291271,-0.00234076438706127
"377","sessile_epifauna","planktivorous_diving_birds",2,2,0,0
"378","mysids","planktivorous_diving_birds",1.7621123719706,1.74004708525129,-0.0125220656016556,-0.00547260008236879
"379","pelagic_amphipods","planktivorous_diving_birds",2,2,0,0
"380","euphausiids","planktivorous_diving_birds",2.31956638311456,2.3146577048298,-0.00211620513234678,-0.000920030041414509
"381","large_copepods","planktivorous_diving_birds",2,2,0,0
"382","small_copepods","planktivorous_diving_birds",2,2,0,0
"383","discards","planktivorous_diving_birds",2,2,0,0
"384","offal","planktivorous_diving_birds",1.50714505029554,1.50909941075193,0.00129673016941001,0.0005627979373713
"385","detritus","planktivorous_diving_birds",2,2,0,0
"386","squid","salmon_returning",12.1984744223714,8.18978775370421,-0.328621967786026,-0.173032873162974
"387","euphausiids","salmon_returning",13.6983735692556,9.07114167630953,-0.337794254883757,-0.179007055747256
"388","large_copepods","salmon_returning",10.6231411558725,7.13934839970717,-0.327943750821711,-0.172594376223842
"389","large_microzooplankton","salmon_returning",10.6231411558725,17.4165664706881,0.639493085438311,0.214709589372375
"390","pelagic_amphipods","salmon_outgoing",2,2,0,0
"391","euphausiids","salmon_outgoing",2.31956638311456,2.3146577048298,-0.00211620513234678,-0.000920030041414509
"392","large_copepods","salmon_outgoing",2,2,0,0
"393","shelf_forage_fish","pacific_hake",1.62606259807669,1.63983691721433,0.00847096486563648,0.00366339885006381
"394","slope_forage_fish","pacific_hake",2,2,0,0
"395","walleye_pollock_adult","pacific_hake",1.4649846129216,1.48017611105139,0.01036973221138,0.00448032752107638
"396","walleye_pollock_juvenile","pacific_hake",1.47195833361704,1.47172602682911,-0.0001578215786604,-6.85464499342305e-05
"397","squid","pacific_hake",2.16370260406474,2.17109948574463,0.00341862216461419,0.00148215671593613
"398","pandalid_shrimp","pacific_hake",1.52319768485256,1.54156638870411,0.0120593039460466,0.00520596173491725
"399","motile_epifauna","pacific_hake",1.45148080839979,2,0.37790316511655,0.139218697736159
"400","mysids","pacific_hake",1.7621123719706,1.74004708525129,-0.0125220656016556,-0.00547260008236879
"401","pelagic_amphipods","pacific_hake",2,2,0,0
"402","euphausiids","pacific_hake",2.31956638311456,2.3146577048298,-0.00211620513234678,-0.000920030041414509
"403","detritus","pacific_hake",2,2,0,0
"404","benthic_zooplankton","pacific_herring_adult",7.8492376100558,7.75043018932316,-0.0125881551357366,-0.00550166734503333
"405","infauna","pacific_herring_adult",3.04830978289771,3.0846375730703,0.011917355111478,0.00514504443590497
"406","pelagic_amphipods","pacific_herring_adult",10.5190597810415,10.5038226123869,-0.00144852952371632,-0.000629544446039862
"407","euphausiids","pacific_herring_adult",13.5610312859202,13.4942736227101,-0.00492275711209567,-0.00214320582921041
"408","large_copepods","pacific_herring_adult",10.5190597810415,10.5038226123869,-0.00144852952371632,-0.000629544446039862
"409","euphausiids","pacific_herring_juvenile",3.84309727857071,3.85675401348885,0.00355357513177967,0.00154056243687608
"410","large_copepods","pacific_herring_juvenile",3.15456934562107,3.17300214572484,0.00584320649960013,0.00253028702296458
"411","euphausiids","pacific_sandlance",2.42903910923194,2.5885362014751,0.0656626283360211,0.0276197357953425
"412","large_copepods","pacific_sandlance",2.08296113595967,2.20832684860791,0.060186294637937,0.0253821856651775
"413","euphausiids","pacific_capelin",32.6248663833964,32.6734536276309,0.00148927029044699,0.000646300730330459
"414","large_copepods","pacific_capelin",24.9661049175505,25.0925478253912,0.00506458289181388,0.00219396931110916
"415","shelf_forage_fish","shelf_forage_fish",1.17852980106119,1.1871367119032,0.00730309138917051,0.00316016679231741
"416","flathead_sole_juvenile","shelf_forage_fish",1.28516286008723,1.29247564007082,0.0056901581976132,0.0024642000921561
"417","shallow_water_flatfish","shelf_forage_fish",1.17425697901185,1.17865746225848,0.0037474618633655,0.0016244601047913
"418","pacific_cod_juvenile","shelf_forage_fish",1.24920334488399,1.25307517442484,0.00309943897982223,0.00134398751654042
"419","walleye_pollock_juvenile","shelf_forage_fish",1.13458498825624,1.13796837163491,0.00298204490072718,0.0012931584737254
"420","large_sculpins","shelf_forage_fish",1.28516286008723,1.29247564007082,0.0056901581976132,0.0024642000921561
"421","shelf_demersal_fish","shelf_forage_fish",1.253572575655,1.25433291863544,0.000606540853881565,0.000263337491487039
"422","tanner_crab","shelf_forage_fish",1.13581856320365,1.13941392889827,0.00316544016015907,0.00137256195726135
"423","pandalid_shrimp","shelf_forage_fish",1.14919654820357,1.15839497617708,0.00800422520228183,0.00346235252437763
"424","nonpandalid_shrimp","shelf_forage_fish",1.5001166596269,1.48356899783743,-0.011030916617903,-0.00481728487038855
"425","motile_epifauna","shelf_forage_fish",1.12874555859778,1.29247564007082,0.1450549065074,0.0588263120221648
"426","benthic_zooplankton","shelf_forage_fish",1.20518288898558,1.20774129220409,0.00212283400460711,0.000920957919289165
"427","sessile_epifauna","shelf_forage_fish",1.28516286008723,1.29247564007082,0.0056901581976132,0.0024642000921561
"428","infauna","shelf_forage_fish",1.06136129927444,1.06415373406746,0.00263099360692132,0.0011411255158271
"429","gelatinous_carnivores","shelf_forage_fish",1.28516286008723,1.29247564007082,0.0056901581976132,0.0024642000921561
"430","other_gelatinous_zooplankton","shelf_forage_fish",1.28516286008723,1.29247564007082,0.0056901581976132,0.0024642000921561
"431","mysids","shelf_forage_fish",1.217326143699,1.21644574494142,-0.000723223404127338,-0.000314205567706369
"432","pelagic_amphipods","shelf_forage_fish",1.28516286008723,1.29247564007082,0.0056901581976132,0.0024642000921561
"433","euphausiids","shelf_forage_fish",1.37629132388391,1.38450535369413,0.00596823482621689,0.00258426734267623
"434","large_copepods","shelf_forage_fish",1.28516286008723,1.29247564007082,0.0056901581976132,0.0024642000921561
"435","small_microzooplankton","shelf_forage_fish",1.28516286008723,1.29247564007082,0.0056901581976132,0.0024642000921561
"436","euphausiids","slope_forage_fish",2.31956638311456,2.3146577048298,-0.00211620513234678,-0.000920030041414509
"437","large_copepods","slope_forage_fish",2,2,0,0
"438","small_copepods","slope_forage_fish",2,2,0,0
"439","pacific_herring_adult","pacific_dogfish",1.39831987841021,1.4008126135393,0.00178266444436503,0.000773512079694457
"440","pacific_herring_juvenile","pacific_dogfish",1.66064644280173,1.66245629488044,0.0010898479243131,0.000473057206233786
"441","pacific_capelin","pacific_dogfish",3.92962779355821,3.7544592849742,-0.0445763613722313,-0.0198040178165347
"442","shelf_forage_fish","pacific_dogfish",1.62606259807669,1.63983691721433,0.00847096486563648,0.00366339885006381
"443","flathead_sole_adult","pacific_dogfish",2,2,0,0
"444","shallow_water_flatfish","pacific_dogfish",1.61107880233262,1.61084561509199,-0.000144739810547412,-6.28642506220821e-05
"445","walleye_pollock_adult","pacific_dogfish",1.4649846129216,1.48017611105139,0.01036973221138,0.00448032752107638
"446","shelf_demersal_fish","pacific_dogfish",1.88922020061599,1.86958667249638,-0.0103923979392173,-0.00453697716191073
"447","squid","pacific_dogfish",2.16370260406474,2.17109948574463,0.00341862216461419,0.00148215671593613
"448","octopus","pacific_dogfish",1.97034225267124,1.99724659365936,0.0136546536276374,0.00589001853777827
"449","tanner_crab","pacific_dogfish",1.4762841948005,1.47666851456249,0.00026032911775653,0.00011304478553411
"450","pandalid_shrimp","pacific_dogfish",1.52319768485256,1.54156638870411,0.0120593039460466,0.00520596173491725
"451","nonpandalid_shrimp","pacific_dogfish",2.75379311132565,2.65336503826553,-0.0364689971251235,-0.0161343067886396
"452","motile_epifauna","pacific_dogfish",1.45148080839979,2,0.37790316511655,0.139218697736159
"453","benthic_zooplankton","pacific_dogfish",1.71952879460816,1.71028579389991,-0.00537531022291271,-0.00234076438706127
"454","infauna","pacific_dogfish",1.21517984233876,1.21934727299658,0.00342947645494296,0.00148685458858334
"455","gelatinous_carnivores","pacific_dogfish",2,2,0,0
"456","other_gelatinous_zooplankton","pacific_dogfish",2,2,0,0
"457","mysids","pacific_dogfish",1.7621123719706,1.74004708525129,-0.0125220656016556,-0.00547260008236879
"458","euphausiids","pacific_dogfish",2.31956638311456,2.3146577048298,-0.00211620513234678,-0.000920030041414509
"459","offal","pacific_dogfish",1.50714505029554,1.50909941075193,0.00129673016941001,0.0005627979373713
"460","detritus","pacific_dogfish",2,2,0,0
"461","salmon_returning","salmon_shark",16.3155640099838,15.4359958642264,-0.0539097603502499,-0.0240674378975257
"462","pacific_herring_adult","salmon_shark",3.74439046093531,3.57482258834583,-0.0452858414095875,-0.0201266367185453
"463","shelf_forage_fish","salmon_shark",5.3135186447828,5.11031612192382,-0.0382425538411354,-0.0169344425951654
"464","pacific_dogfish","salmon_shark",7.88991589344935,7.42400588546688,-0.0590513275774327,-0.0264340661493832
"465","pacific_halibut_adult","salmon_shark",12.848126469925,11.915244309384,-0.0726084198131725,-0.0327368513936314
"466","pacific_halibut_juvenile","salmon_shark",7.88991589344935,7.42400588546688,-0.0590513275774327,-0.0264340661493832
"467","pacific_ocean_perch_adult","salmon_shark",7.88991589344935,7.42400588546688,-0.0590513275774327,-0.0264340661493832
"468","slope_rockfish","salmon_shark",7.88991589344935,7.42400588546688,-0.0590513275774327,-0.0264340661493832
"469","demersal_shelf_rockfish","salmon_shark",7.88991589344935,7.42400588546688,-0.0590513275774327,-0.0264340661493832
"470","pelagic_shelf_rockfish","salmon_shark",7.88991589344935,7.42400588546688,-0.0590513275774327,-0.0264340661493832
"471","thornyheads","salmon_shark",7.88991589344935,7.42400588546688,-0.0590513275774327,-0.0264340661493832
"472","sablefish_adult","salmon_shark",24.6488134586215,23.2844753939408,-0.055351064543977,-0.0247295605081608
"473","large_sculpins","salmon_shark",7.88991589344935,7.42400588546688,-0.0590513275774327,-0.0264340661493832
"474","squid","salmon_shark",9.01781306699407,8.52314998889075,-0.0548539955783541,-0.024501097293112
"475","harbor_seal","pacific_sleeper_shark",2,2,0,0
"476","salmon_returning","pacific_sleeper_shark",3.2228956415194,3.24719530486191,0.00753969909216434,0.00326216722703502
"477","pacific_hake","pacific_sleeper_shark",2,2,0,0
"478","pacific_dogfish","pacific_sleeper_shark",2,2,0,0
"479","pacific_halibut_adult","pacific_sleeper_shark",2.71963296114975,2.69913360977419,-0.00753754336279777,-0.00328591296150802
"480","pacific_halibut_juvenile","pacific_sleeper_shark",2,2,0,0
"481","arrowtooth_flounder_adult","pacific_sleeper_shark",3.35100143896289,3.25407942072792,-0.0289232994972876,-0.0127464659833099
"482","arrowtooth_flounder_juvenile","pacific_sleeper_shark",9.63779636019163,9.34135151515413,-0.0307585711461954,-0.0135680308345054
"483","rex_sole_adult","pacific_sleeper_shark",2,2,0,0
"484","rex_sole_juvenile","pacific_sleeper_shark",2,2,0,0
"485","flathead_sole_adult","pacific_sleeper_shark",2,2,0,0
"486","flathead_sole_juvenile","pacific_sleeper_shark",2,2,0,0
"487","shallow_water_flatfish","pacific_sleeper_shark",1.61107880233262,1.61084561509199,-0.000144739810547412,-6.28642506220821e-05
"488","deep_water_flatfish","pacific_sleeper_shark",2.01173476963637,2.01092851320715,-0.000400776703462169,-0.000174089998727584
"489","pacific_ocean_perch_adult","pacific_sleeper_shark",2,2,0,0
"490","pacific_ocean_perch_juvenile","pacific_sleeper_shark",2,2,0,0
"491","slope_rockfish","pacific_sleeper_shark",2,2,0,0
"492","demersal_shelf_rockfish","pacific_sleeper_shark",2,2,0,0
"493","pelagic_shelf_rockfish","pacific_sleeper_shark",2,2,0,0
"494","thornyheads","pacific_sleeper_shark",2,2,0,0
"495","sablefish_adult","pacific_sleeper_shark",4.43238057246908,4.46893757434988,0.0082477127771643,0.00356724547818526
"496","sablefish_juvenile","pacific_sleeper_shark",2,2,0,0
"497","pacific_cod_adult","pacific_sleeper_shark",1.80463912050554,1.79259262624943,-0.00667529264950151,-0.00290876201892274
"498","pacific_cod_juvenile","pacific_sleeper_shark",1.87389832184934,1.86528633414928,-0.0045957603994029,-0.00200051385196783
"499","walleye_pollock_adult","pacific_sleeper_shark",1.4649846129216,1.48017611105139,0.01036973221138,0.00448032752107638
"500","walleye_pollock_juvenile","pacific_sleeper_shark",1.47195833361704,1.47172602682911,-0.0001578215786604,-6.85464499342305e-05
"501","large_sculpins","pacific_sleeper_shark",2,2,0,0
"502","lingcod","pacific_sleeper_shark",2,2,0,0
"503","shelf_demersal_fish","pacific_sleeper_shark",1.88922020061599,1.86958667249638,-0.0103923979392173,-0.00453697716191073
"504","slope_demersal_fish","pacific_sleeper_shark",2,2,0,0
"505","miscellaneous_deep_sea_fish","pacific_sleeper_shark",2,2,0,0
"506","squid","pacific_sleeper_shark",2.16370260406474,2.17109948574463,0.00341862216461419,0.00148215671593613
"507","octopus","pacific_sleeper_shark",1.97034225267124,1.99724659365936,0.0136546536276374,0.00589001853777827
"508","detritus","pacific_sleeper_shark",2,2,0,0
"509","pacific_herring_adult","big_skate",1.39831987841021,1.4008126135393,0.00178266444436503,0.000773512079694457
"510","pacific_herring_juvenile","big_skate",1.66064644280173,1.66245629488044,0.0010898479243131,0.000473057206233786
"511","pacific_sandlance","big_skate",1.60473625243531,1.59668560529429,-0.005016803931988,-0.0021842538437839
"512","shelf_forage_fish","big_skate",1.62606259807669,1.63983691721433,0.00847096486563648,0.00366339885006381
"513","arrowtooth_flounder_adult","big_skate",3.35100143896289,3.25407942072792,-0.0289232994972876,-0.0127464659833099
"514","shallow_water_flatfish","big_skate",1.61107880233262,1.61084561509199,-0.000144739810547412,-6.28642506220821e-05
"515","slope_rockfish","big_skate",2,2,0,0
"516","pacific_cod_adult","big_skate",1.80463912050554,1.79259262624943,-0.00667529264950151,-0.00290876201892274
"517","walleye_pollock_adult","big_skate",1.4649846129216,1.48017611105139,0.01036973221138,0.00448032752107638
"518","large_sculpins","big_skate",2,2,0,0
"519","shelf_demersal_fish","big_skate",1.88922020061599,1.86958667249638,-0.0103923979392173,-0.00453697716191073
"520","slope_demersal_fish","big_skate",2,2,0,0
"521","tanner_crab","big_skate",1.4762841948005,1.47666851456249,0.00026032911775653,0.00011304478553411
"522","pandalid_shrimp","big_skate",1.52319768485256,1.54156638870411,0.0120593039460466,0.00520596173491725
"523","nonpandalid_shrimp","big_skate",2.75379311132565,2.65336503826553,-0.0364689971251235,-0.0161343067886396
"524","motile_epifauna","big_skate",1.45148080839979,2,0.37790316511655,0.139218697736159
"525","benthic_zooplankton","big_skate",1.71952879460816,1.71028579389991,-0.00537531022291271,-0.00234076438706127
"526","infauna","big_skate",1.21517984233876,1.21934727299658,0.00342947645494296,0.00148685458858334
"527","euphausiids","big_skate",2.31956638311456,2.3146577048298,-0.00211620513234678,-0.000920030041414509
"528","macroalgae","big_skate",2,2,0,0
"529","pacific_herring_adult","longnose_skate",1.39831987841021,1.4008126135393,0.00178266444436503,0.000773512079694457
"530","pacific_herring_juvenile","longnose_skate",1.66064644280173,1.66245629488044,0.0010898479243131,0.000473057206233786
"531","pacific_sandlance","longnose_skate",1.60473625243531,1.59668560529429,-0.005016803931988,-0.0021842538437839
"532","pacific_capelin","longnose_skate",3.92962779355821,3.7544592849742,-0.0445763613722313,-0.0198040178165347
"533","shelf_forage_fish","longnose_skate",1.62606259807669,1.63983691721433,0.00847096486563648,0.00366339885006381
"534","other_skates","longnose_skate",1.64960990991215,1.68431716060666,0.0210396715526284,0.00904261652538198
"535","arrowtooth_flounder_adult","longnose_skate",3.35100143896289,3.25407942072792,-0.0289232994972876,-0.0127464659833099
"536","flathead_sole_adult","longnose_skate",2,2,0,0
"537","shallow_water_flatfish","longnose_skate",1.61107880233262,1.61084561509199,-0.000144739810547412,-6.28642506220821e-05
"538","thornyheads","longnose_skate",2,2,0,0
"539","walleye_pollock_adult","longnose_skate",1.4649846129216,1.48017611105139,0.01036973221138,0.00448032752107638
"540","shelf_demersal_fish","longnose_skate",1.88922020061599,1.86958667249638,-0.0103923979392173,-0.00453697716191073
"541","slope_demersal_fish","longnose_skate",2,2,0,0
"542","squid","longnose_skate",2.16370260406474,2.17109948574463,0.00341862216461419,0.00148215671593613
"543","tanner_crab","longnose_skate",1.4762841948005,1.47666851456249,0.00026032911775653,0.00011304478553411
"544","pandalid_shrimp","longnose_skate",1.52319768485256,1.54156638870411,0.0120593039460466,0.00520596173491725
"545","nonpandalid_shrimp","longnose_skate",2.75379311132565,2.65336503826553,-0.0364689971251235,-0.0161343067886396
"546","infauna","longnose_skate",1.21517984233876,1.21934727299658,0.00342947645494296,0.00148685458858334
"547","mysids","longnose_skate",1.7621123719706,1.74004708525129,-0.0125220656016556,-0.00547260008236879
"548","euphausiids","longnose_skate",2.31956638311456,2.3146577048298,-0.00211620513234678,-0.000920030041414509
"549","offal","longnose_skate",1.50714505029554,1.50909941075193,0.00129673016941001,0.0005627979373713
"550","pacific_herring_adult","other_skates",1.0614910385149,1.06028687134826,-0.00113441105288936,-0.000492948116269815
"551","pacific_herring_juvenile","other_skates",1.10198797012389,1.09964111925182,-0.00212965198867143,-0.000925882360971672
"552","pacific_sandlance","other_skates",1.09335677731745,1.08974844380293,-0.00330023427793646,-0.0014356438215576
"553","shelf_forage_fish","other_skates",1.0966490537322,1.0962389021926,-0.000374004371043846,-0.000162458416525053
"554","arrowtooth_flounder_adult","other_skates",1.36293825105803,1.33903971944952,-0.0175345666540334,-0.00768272071965155
"555","flathead_sole_adult","other_skates",1.15437602250815,1.15041161208953,-0.00343424529037528,-0.00149404070115799
"556","shallow_water_flatfish","other_skates",1.09433591494315,1.09187827370381,-0.00224578322413438,-0.000976428095560256
"557","walleye_pollock_adult","other_skates",1.07178247507033,1.07222406295012,0.000412012595898181,0.000178897945299997
"558","shelf_demersal_fish","other_skates",1.137274277705,1.13079593326175,-0.00569637823544089,-0.00248097865879614
"559","slope_demersal_fish","other_skates",1.15437602250815,1.15041161208953,-0.00343424529037528,-0.00149404070115799
"560","miscellaneous_deep_sea_fish","other_skates",1.15437602250815,1.15041161208953,-0.00343424529037528,-0.00149404070115799
"561","squid","other_skates",1.17964777939789,1.17614696156807,-0.00296768060005981,-0.00129076354435722
"562","octopus","other_skates",1.14979757743898,1.1499974678031,0.00017384830863687,7.54947989977728e-05
"563","tanner_crab","other_skates",1.0735268595768,1.07169647970767,-0.00170501543841595,-0.000741110778815733
"564","pandalid_shrimp","other_skates",1.08076917757301,1.08145787357849,0.000637227652092953,0.000276656315851427
"565","nonpandalid_shrimp","other_skates",1.27074360482865,1.24868530077799,-0.017358579627585,-0.00760493340286233
"566","motile_epifauna","other_skates",1.06969781143952,1.15041161208953,0.075454768427905,0.031592149511716
"567","benthic_zooplankton","other_skates",1.11107799339169,1.10683523130478,-0.00381859969520526,-0.00166157123684363
"568","infauna","other_skates",1.03321860818419,1.03299237693886,-0.000218957772864847,-9.51025646278973e-05
"569","other_gelatinous_zooplankton","other_skates",1.15437602250815,1.15041161208953,-0.00343424529037528,-0.00149404070115799
"570","mysids","other_skates",1.11765187668907,1.11131167511481,-0.00567278748106304,-0.00247067475092737
"571","euphausiids","other_skates",1.20370940966069,1.19773978472937,-0.00495935720316765,-0.00215917997597413
"572","offal","other_skates",1.07829103569932,1.07657446308503,-0.0015919381293753,-0.000691920838944534
"573","detritus","other_skates",1.15437602250815,1.15041161208953,-0.00343424529037528,-0.00149404070115799
"574","salmon_outgoing","pacific_halibut_adult",11.1551041030295,10.0193437040709,-0.101815311490466,-0.0466343526940322
"575","pacific_hake","pacific_halibut_adult",11.1551041030295,10.0193437040709,-0.101815311490466,-0.0466343526940322
"576","pacific_herring_adult","pacific_halibut_adult",5.04497983156171,4.6150667224379,-0.0852160213672701,-0.0386814501565967
"577","pacific_herring_juvenile","pacific_halibut_adult",7.70893340194768,6.97492101245203,-0.0952158166667003,-0.0434549999825895
"578","pacific_sandlance","pacific_halibut_adult",7.14115959835645,6.38171255742077,-0.106347859962472,-0.0488315002886122
"579","pacific_capelin","pacific_halibut_adult",30.7506752267121,25.8434150100517,-0.159582193902448,-0.0755047546858982
"580","shelf_forage_fish","pacific_halibut_adult",7.35773085848191,6.77090907090919,-0.079755810433897,-0.0360969160137004
"581","slope_forage_fish","pacific_halibut_adult",11.1551041030295,10.0193437040709,-0.101815311490466,-0.0466343526940322
"582","other_skates","pacific_halibut_adult",7.59685626151747,7.1720916741054,-0.0559132057774677,-0.0249880771858811
"583","pacific_halibut_adult","pacific_halibut_adult",18.4630517394765,16.3250700256922,-0.115797850970274,-0.0534484338877142
"584","arrowtooth_flounder_adult","pacific_halibut_adult",24.8746643590402,21.3303170318182,-0.142488247321167,-0.0667599189952943
"585","rex_sole_adult","pacific_halibut_adult",11.1551041030295,10.0193437040709,-0.101815311490466,-0.0466343526940322
"586","flathead_sole_adult","pacific_halibut_adult",11.1551041030295,10.0193437040709,-0.101815311490466,-0.0466343526940322
"587","shallow_water_flatfish","pacific_halibut_adult",7.20556885284229,6.50942655263929,-0.0966117060873555,-0.0441255413173316
"588","deep_water_flatfish","pacific_halibut_adult",11.2742719103118,10.1179117208607,-0.102566285313154,-0.0469976189711899
"589","pacific_ocean_perch_adult","pacific_halibut_adult",11.1551041030295,10.0193437040709,-0.101815311490466,-0.0466343526940322
"590","slope_rockfish","pacific_halibut_adult",11.1551041030295,10.0193437040709,-0.101815311490466,-0.0466343526940322
"591","demersal_shelf_rockfish","pacific_halibut_adult",11.1551041030295,10.0193437040709,-0.101815311490466,-0.0466343526940322
"592","thornyheads","pacific_halibut_adult",11.1551041030295,10.0193437040709,-0.101815311490466,-0.0466343526940322
"593","sablefish_adult","pacific_halibut_adult",35.8561820346393,32.2875402710277,-0.0995265407835126,-0.045529083161706
"594","pacific_cod_adult","pacific_halibut_adult",9.17119403410384,8.14866531345583,-0.111493521655485,-0.0513394012869097
"595","walleye_pollock_adult","pacific_halibut_adult",5.7219671505257,5.3308733840566,-0.0683495301844159,-0.0307469926913465
"596","large_sculpins","pacific_halibut_adult",11.1551041030295,10.0193437040709,-0.101815311490466,-0.0466343526940322
"597","lingcod","pacific_halibut_adult",11.1551041030295,10.0193437040709,-0.101815311490466,-0.0466343526940322
"598","shelf_demersal_fish","pacific_halibut_adult",10.0301237077721,8.84310107972425,-0.118345761491266,-0.0547017002975535
